# CEFR-J / English Profile (dataset Maximax67, derivado de CEFR-J + frecuencia).
# Solo palabra+nivel (dato factual). Tapa huecos de banda y extiende escala.
# Oxford 5000 tiene precedencia en el rastreador; esto rellena lo que Oxford no trae.
word,cefr
tonight,a1
tonne,b2
too,a1
tool,a1
tooth,a1
toothache,a2
toothbrush,a2
toothpaste,b1
top,a1
topic,a1
torch,b2
tornado,b1
tortoiseshell,b2
torture,b2
toss,b1
total,b1
totally,b1
touch,a1
tough,b2
tour,a2
tourism,b1
tourist,a2
tournament,b1
toward,a2
towards,a2
towel,a1
tower,a1
town,a1
toxic,b2
toy,a1
trace,b1
track,a2
tracksuit,b1
trade,a2
trader,b2
tradition,a2
traditional,a2
traditionally,b1
traffic,a2
tragedy,b1
tragic,b1
trail,b1
trailer,b2
train,a1
trainee,b2
trainer,b2
training,a2
trait,b2
traitor,b2
tram,a2
tramp,b2
trample,b2
transcript,b2
transfer,b1
transform,b1
transformation,b1
transfusion,b2
transient,b2
transistor,b2
transition,b2
transitional,b1
transitive,b2
translate,b1
translation,b2
translator,b2
transmission,b2
transmit,b2
transparent,b2
transport,b1
transportation,b1
trap,a2
trash,b1
travel,a1
traveler,a2
traveller,a2
traverse,b2
tray,b2
tread,b2
treasure,a2
treat,b1
treatment,b1
treaty,b2
tree,a1
trek,b2
tremble,b1
tremendous,b1
tremendously,b2
tremor,b2
trend,b1
trial,b2
triangle,b2
tribe,b2
trick,a2
tricky,b2
trigger,b1
trim,b1
trio,b2
trip,a1
triumph,b1
trivial,b2
trolley,b2
troop,b2
trophy,b2
tropic,b2
tropical,b1
trouble,a2
troublesome,b2
trousers,a1
truck,a1
true,a1
truly,a2
trumpet,b1
trunk,b2
trust,a2
trustworthy,b1
trusty,b2
truth,a2
truthful,b2
truthfulness,b2
try,a1
tub,b2
tube,a1
tuberculosis,b2
tuesday,a1
tug,b2
tuition,b2
tulip,b2
tumble,b1
tumor,b2
tumour,b2
tuna,b1
tune,a2
tunnel,b2
turbulence,b1
turbulent,b2
turkey,a1
turn,a1
turning,b1
turtle,b1
tutor,b2
tv,a1
twelve,a1
twenty,a1
twice,a2
twin,b1
twinkle,b2
twist,b1
twisted,b2
two,a1
type,a1
typhoid,b2
typical,b1
typically,b1
tyranny,b2
tyrant,b2
ugly,a1
ultimate,b2
ultimately,b2
umbrella,a1
unable,b1
unacceptable,b2
unafraid,b1
unashamedly,b2
unattractive,b2
unauthorised,b2
unauthorized,b2
unavailable,b2
unaware,b2
unbearable,b2
unbeatable,b2
unbelievable,b1
uncertain,a2
uncertainty,b1
unchanged,b2
uncharacteristic,b2
uncle,a1
unclear,b1
unclearly,b2
uncomfortable,a2
uncomfortably,b2
uncommon,b2
unconcerned,b2
unconscious,b2
uncontrollable,b1
uncover,b1
under,a1
underage,b1
underestimate,b2
undergo,b1
undergraduate,b2
underground,b2
underline,a1
underneath,b1
underpants,b1
undersea,b2
understand,a2
understandable,b2
understanding,b2
undertake,b2
underwater,a2
underwear,b2
undo,b1
undoubtedly,b2
undreamed,b2
undress,b1
undressed,b2
unease,b2
uneasily,b2
uneasy,a2
unemployed,b1
unemployment,b1
unenthusiastic,b2
uneven,b2
unexpected,b1
unexpectedly,b1
unfair,a2
unfairly,b1
unfamiliar,b2
unfashionable,b2
unfit,b1
unfold,b1
unforeseen,b2
unforgettable,a2
unfortunate,b1
unfortunately,a2
unfriendly,b1
ungodly,b2
unhappiness,b2
unhappy,a2
unhealthy,a2
unheard,b1
unhelpful,b2
uniform,a2
unify,b1
unimaginable,b2
unimaginably,b2
unimportant,a2
uninterested,b1
uninteresting,b1
union,b1
unique,b1
unit,a2
unite,b1
united,b2
universal,b2
universe,b1
university,a2
unjustly,b2
unkind,b2
unknown,a2
unless,b1
unlike,a2
unlikely,b1
unlimited,b2
unload,b2
unlock,b2
unlucky,b1
unmistakable,b2
unmistakably,b2
unnatural,b2
unnecessary,a2
unofficial,b2
unpack,b1
unpleasant,a2
unpopular,b2
unpredictable,b1
unrealistic,b2
unreasonable,b2
unrelated,b1
unreliable,b2
unrest,b2
unsafe,b2
unsatisfactory,b2
unselfish,b2
unstoppable,b2
unsuccessful,b2
unsuitable,b2
unsure,b2
untalented,b2
unthinkably,b2
untidy,b1
untie,b2
until,a1
unto,b2
untreated,b2
untrimmed,b2
unusual,a2
unusually,b1
unusualness,b2
unwanted,b1
unwell,b1
unwilling,b2
unwise,b2
unworldly,b2
up,a1
up-to-date,b1
upbringing,b2
update,b1
upgrade,b2
uplifted,b1
upload,b1
upon,a2
upper,b1
upright,b2
upset,a2
upstairs,a2
upward,b1
urban,b2
urge,b1
urgent,b1
urgently,b2
us,a1
usage,b1
use,a1
used,a2
useful,a2
useless,b1
user,b2
usher,b2
usual,a2
usually,a1
utilise,b2
utility,b2
utilize,b2
utter,b2
utterly,b2
vacancy,b1
vacant,b2
vacation,a1
vaccine,b2
vague,b1
vain,b1
valentine,b2
valid,b2
valley,a2
valuable,b1
value,a2
van,b1
vanish,b2
vanity,b2
variation,b2
varied,b2
variety,b1
various,b1
vary,b1
vase,a1
vast,b1
vegetable,a1
vegetarian,b1
vehicle,b1
vein,b1
venture,b2
venue,b2
verb,a2
verbal,b2
verbally,b2
verse,b2
version,b2
versus,b2
very,a1
vessel,b1
vet,b1
veteran,b2
via,b1
vibrate,b2
vibration,b2
vice,b1
victim,b1
victory,b1
video,a1
view,a2
viewer,b2
viewpoint,b1
vigor,b2
vigorous,b2
vigorously,b2
vigour,b2
villa,b2
village,a2
villager,b2
vinegar,b2
violate,b2
violence,b1
violent,a2
violently,b1
violin,a2
virtual,b1
virtually,b2
virtue,b2
virus,b1
visa,b1
visible,b1
visibly,b2
vision,b1
visit,a1
visitor,a2
visual,b1
visually,b1
vital,b2
vitamin,b2
vivid,b1
vividly,b1
vocabulary,a2
vocalist,b2
voice,a2
volcano,b1
volleyball,a1
volume,b1
volunteer,b1
vomit,b2
vote,a1
voter,b2
vow,b2
vowel,b1
voyage,b1
wage,b2
waggon,b1
wagon,b1
waist,b2
waistcoat,b2
wait,a1
waiter,a1
waitress,a1
wake,a1
walk,a1
walkabout,b2
walker,b2
walking,a2
wall,a1
wallboard,b2
wallet,a2
walnut,b2
wander,a2
want,a1
war,a1
ward,b1
wardrobe,b1
warm,a1
warmly,b1
warmth,b1
warn,b1
warning,b1
warranty,b1
warrior,b1
warship,b2
wartime,b2
was,a1
wash,a1
washbowl,b1
washing-up,a2
wasp,b2
waste,b1
wasteful,b1
watch,a1
water,a1
waterfall,b1
waterproof,b2
wave,a2
wax,b1
way,a1
we,a1
weak,a2
weaken,b2
weakly,b2
weakness,b1
wealth,a2
wealthy,b2
weapon,b1
wear,a1
wearisome,b2
weary,b2
weather,a1
weave,b2
web,a2
webcam,b1
website,a2
wed,b2
wedding,a2
wednesday,a1
weed,b2
week,a1
weekday,a2
weekend,a1
weekly,a2
weep,a2
weigh,a2
weight,a2
weird,b1
welcome,a1
welfare,b2
well,a1
well-balanced,b2
well-built,b2
well-dressed,b1
well-known,a2
well-organised,b2
well-organized,b2
well-paid,b2
were,a1
west,a2
western,b2
westward,b1
westwards,b1
wet,a2
wetland,b1
whale,b1
what,a1
whatever,a2
wheat,b2
wheel,a1
wheelchair,a2
when,a1
whenever,b1
where,a1
whereas,b2
wherever,b1
whether,b1
which,a1
whichever,b1
while,a2
whip,b2
whiskey,b2
whisky,b2
whisper,b1
whistle,b1
white,a1
who,a1
whoever,b1
whole,a2
whom,a2
whose,a1
why,a1
wide,a2
widely,a2
widen,b2
widespread,b1
widow,b2
width,b2
wife,a1
wild,a2
wilderness,b2
wildlife,b1
wildly,b1
will,a1
willing,b2
willingly,b2
willingness,b1
win,a1
wind,a1
winding,b2
window,a1
windscreen,b1
windshield,b2
windsurfing,b1
windy,a2
wine,a2
wing,b1
wink,b2
winner,a2
winter,a1
wipe,b2
wire,b1
wisdom,a2
wise,a2
wish,a1
wit,b2
with,a1
withdraw,b2
withdrawal,b2
wither,b1
within,a2
without,a2
witness,b1
witty,b2
wizard,b1
wolf,b2
woman,a1
wonder,a2
wonderful,a1
wondrous,b2
wood,a2
woodcarving,b2
wooden,a2
wool,a2
word,a1
wordlessly,b2
work,a1
workaholic,b2
workbench,b2
worker,a1
working,b1
workman,b2
workout,b1
workplace,b1
workshop,b1
worktable,b2
world,a1
worldly,b2
worldview,b2
worldwide,a2
worm,b2
worn,b1
worn-out,b2
wornout,b2
worried,a2
worry,a1
worrying,b2
worse,a2
worsen,b2
worship,b2
worst,a2
worth,b1
worthless,b2
worthwhile,b1
worthy,b1
would,a1
wound,b1
wrap,b1
wrapping,b1
wreck,b2
wrist,b1
wristwatch,b1
write,a1
writer,a1
writing,a2
written,b1
wrong,a1
wrongly,b2
x-ray,b2
yacht,b2
yard,a1
yawn,b2
yeah,a2
year,a1
yearn,b2
yell,b1
yellow,a1
yes,a1
yesterday,a1
yet,a1
yield,b2
yoga,b1
yoghourt,a1
yoghurt,a1
yogurt,a1
you,a1
young,a1
your,a1
yours,a1
yourself,a1
youth,a2
youthful,b2
yummy,b2
zebra,b2
zip,b2
zone,a2
zoo,a1
zoom,b2
